index	plot	subplot	plotid	plant	plantid	status_18	status_18r2	status_19	status_20	transition_1819	transition_1920	transition_181920	check_19_20_20	census18	notes_18	other_notes_18	census18r2	other_notes_18r2	pheno18	floral18	seeds18	leaf18	licor18	census19	notes_19	other_notes_19	pheno19	floral19	seeds19	leaf19	licor19	census20	notes_20	other_notes_20	pheno20	floral20	volatiles20	seeds20	leaf20	licor20	total_obs
156	1	D	1D	27	1D27	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1					2		1	dead	dead						1	nf								6
157	1	D	1D	28	1D28	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1						2	1	blank							1	nf								6
158	1	D	1D	28_18	1D28_18														1																						1
159	1	D	1D	29	1D29	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				10	8	1			1	nf	nf						1	nf								22
160	1	D	1D	2_20	1D2_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank						2		3
161	1	D	1D	3	1D3	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
162	1	D	1D	30	1D30	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
163	1	D	1D	31	1D31	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1					1				5
164	1	D	1D	32	1D32	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	second rosette is closer to 31 tag				2	2	1	nf	nf						1									8
165	1	D	1D	33	1D33	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		4	3	2	1			14
166	1	D	1D	34	1D34	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		4	4	1			1	nf								13
167	1	D	1D	35	1D35	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1							1	blank							1	tagnf								4
168	1	D	1D	36	1D36	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1							1	chewed	chewed,ts						1	tagnf								4
169	1	D	1D	37	1D37	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank					2		1	blank		3	1	1	1			12
170	1	D	1D	38	1D38	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	tag out, nf						1	nf								4
171	1	D	1D	39	1D39	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf															3
172	1	D	1D	39_20	1D39_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank						2		3
173	1	D	1D	4	1D4	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf	?								1	blank					2		1	chewed							3	8
174	1	D	1D	40	1D40	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
175	1	D	1D	41	1D41	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank						2	1	blank						2		8
176	1	D	1D	41_20	1D41_20																														1						1
177	1	D	1D	5	1D5	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2		1	blank		4	5	1												15
178	1	D	1D	50	1D50														1																						1
179	1	D	1D	5_20	1D5_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	flowered twice?																			2	blank	duplicate tag	4	1		1			8
180	1	D	1D	6	1D6	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	tagnf					1		1	6
181	1	D	1D	61	1D61														1																						1
182	1	D	1D	62	1D62														1																						1
183	1	D	1D	7	1D7	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1						2	1	blank							1	tagnf								6
184	1	D	1D	8	1D8	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
185	1	D	1D	9	1D9	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		3	3	2	1			13
186	2	A	2A	1	2A1	no_record	no_record	no_record	no_record	no_record > no_record	no_record > no_record	no_record > no_record > no_record																													0
187	2	A	2A	100_18	2A100_18																1																				1
188	2	A	2A	138	2A138																								1												1
189	2	A	2A	158	2A158	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	look outside plot?	1	blank		2							1	blank	out side plot	3	1				1	nf								9
190	2	A	2A	159	2A159	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
191	2	A	2A	160	2A160	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		2						2	1	blank	L of tag						1	nf								7
192	2	A	2A	161	2A161	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		2						2	1	nf	nf						1	dead								7
193	2	A	2A	162	2A162	vegetative	dead_nf	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1	totally dead						1	ts	2 ts				2		1	dead								6
194	2	A	2A	163	2A163	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1		1					1	ts	ts						1	dead								5
195	2	A	2A	164	2A164	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		2					2	2	1	ts	ts				1	4	1	nf								14
196	2	A	2A	165	2A165	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank	could be 5-7 rosettes	1							1	ts	1 ts	3					1	dead								7
197	2	A	2A	166	2A166	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank		3	1	1			1	nf								9
198	2	A	2A	167	2A167	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		2						2	1	blank						2	1	dead								9
199	2	A	2A	168	2A168	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				11		1		2	1	nf	nf						1	tagnf								17
200	2	A	2A	169	2A169	vegetative	vegetative	tagnf	tagnf	vegetative > tagnf	tagnf > tagnf	vegetative > tagnf > tagnf		1	blank		1							1	tagnf	tagnf						1	tagnf								4
201	2	A	2A	170	2A170	vegetative	vegetative	dead_nf	tagnf	vegetative > dead_nf	dead_nf > tagnf	vegetative > dead_nf > tagnf		1	blank		1							1	dead	dead						1	tagnf								4
202	2	A	2A	171	2A171	vegetative	vegetative	dead_nf	tagnf	vegetative > dead_nf	dead_nf > tagnf	vegetative > dead_nf > tagnf		1	blank		1		14	2	1			1	nf	nf						1	tagnf								21
203	2	A	2A	172	2A172	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1		13	4	1			1	dead	dead						1	nf								22
204	2	A	2A	173	2A173	vegetative	dead_nf	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		2						2	1	nf	nf						1	nf								7
205	2	A	2A	174	2A174	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	ts	above tag, ts						1	nf								4
206	2	A	2A	175	2A175	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	nf								4
207	2	A	2A	176	2A176	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	refound?	1	blank		1					2		1	nf	nf				3	2	1	blank						2	4	17
208	2	A	2A	177	2A177	dead_nf	no_record	tagnf	tagnf	dead_nf > tagnf	tagnf > tagnf	dead_nf > tagnf > tagnf		1	nf	no plant?								1	tagnf	tagnf						1	tagnf								3
209	2	A	2A	178	2A178	dead_nf	no_record	tagnf	tagnf	dead_nf > tagnf	tagnf > tagnf	dead_nf > tagnf > tagnf		1	nf	no plant?								1	tagnf	tagnf						1	tagnf								3
210	2	A	2A	189	2A189	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1		1					1	nf	nf						1	nf								5
211	2	A	2A	263	2A263																										2										2
212	2	A	2A	275	2A275															1																					1
213	2	A	2A	284	2A284																														1						1
214	2	A	2A	285	2A285																														4	3	1	1			9
215	2	A	2A	587	2A587																														1						1
216	2	A	2A	589	2A589	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020	4	3	1	1			12
217	2	A	2A	674	2A674																																1				1
218	2	A	2A	676	2A676	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank	could have 6-7 roseettes	1					2		1	ts	1 ts						1	nf								6
219	2	A	2A	678	2A678																								1												1
220	2	A	2A	679	2A679	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		3	4	1			1	dead								12
221	2	A	2A	680	2A680	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	dead								4
222	2	A	2A	681	2A681	no_record	no_record	no_record	no_record	no_record > no_record	no_record > no_record	no_record > no_record > no_record																													0
223	2	A	2A	682	2A682	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank					2		1	nf								6
224	2	A	2A	683	2A683	vegetative	no_record	tagnf	dead_nf	vegetative > tagnf	tagnf > dead_nf	vegetative > tagnf > dead_nf	no data last year	1	ts	crumbly								1	blank							1	nf								3
225	2	A	2A	684	2A684	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020							3
226	2	A	2A	685	2A685	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank					2	2	1	blank								8
227	2	A	2A	686	2A686	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		4	5	1			1	nf								13
228	2	A	2A	689_20	2A689_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	check tag #																			1	nf								1
229	2	A	2A	694	2A694	no_record	no_record	no_record	no_record	no_record > no_record	no_record > no_record	no_record > no_record > no_record																							5	5		1			11
230	2	A	2A	92	2A92	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1					1		1	nf	nf						1	nf								5
231	2	A	2A	93	2A93	vegetative	recheck	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1	do not see a plant						1	blank							1	tagnf								4
232	2	A	2A	94	2A94	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1					1		1	blank							1	blank		4	1	1	1			12
233	2	A	2A	95	2A95	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank						2	1	blank						1		7
234	2	A	2A	96	2A96	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
235	2	A	2A	97	2A97	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1							1	ts	ts						1	tagnf								4
236	2	A	2A	98	2A98	vegetative	recheck	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	do not see a plant						1	nf	nf						1	nf								4
237	2	A	2A	99	2A99	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	check tag #	1										1								1	blank						1	2	6
238	2	A	2A	UNT_2020-07-31_12	2AUNT_2020-07-31_12																																			1	1
239	2	A	2A	UNT_2020-07-31_13	2AUNT_2020-07-31_13																																			1	1
240	2	B	2B	100	2B100	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	dead	dead						2	nf								4
241	2	B	2B	11	2B11																							1													1
242	2	B	2B	126	2B126	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1										1	blank	plant down from tag						1	blank								3
243	2	B	2B	129	2B129	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				12	2	1			1	nf	nf						1	tagnf								18
244	2	B	2B	130	2B130	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		2						2	1	blank		3	5	1			1	tagnf								16
245	2	B	2B	131	2B131	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank						2	2	8
246	2	B	2B	132	2B132	vegetative	no_record	tagnf	tagnf	vegetative > tagnf	tagnf > tagnf	vegetative > tagnf > tagnf		1	tagnf									1	tagnf	tagnf						1	tagnf								3
247	2	B	2B	133	2B133	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
248	2	B	2B	134	2B134	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
249	2	B	2B	135	2B135	vegetative	no_record	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	tagnf									1	blank	up from tag				2		1	tagnf								5
250	2	B	2B	136	2B136	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf															3
251	2	B	2B	136_20	2B136_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
252	2	B	2B	137	2B137	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	refound?	1	blank		1							1	nf	nf					4	1	blank						2	2	12
253	2	B	2B	138	2B138	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1					2		1	blank					3	2	1	blank		5	4	2	1			23
254	2	B	2B	171	2B171															3																					3
255	2	B	2B	171_20	2B171_20	no_record	no_record	no_record	vegetative	no_record > no_record	no_record > vegetative	no_record > no_record > vegetative	check tag #																			1	blank								1
256	2	B	2B	172	2B172															2																					2
257	2	B	2B	177	2B177	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		3	4	1			1	nf								12
258	2	B	2B	178	2B178	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	ts	ID ts						1	blank		2	1		1			8
259	2	B	2B	179	2B179	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
260	2	B	2B	180	2B180	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	tagnf									1	blank							1	blank		6	4		1			14
