plantid	cen181920	size20	notes1818r2_19_20chk1920	data_entry	scribe	observer	date	other_notes	stalks	status	n_rosettes	r1_longest	r1_leaves	r2_longest	r2_leaves	r3_longest	r3_leaves	r4_longest	r4_leaves	r5_longest	r5_leaves	r6_longest	r6_leaves	r7_longest	r7_leaves	plot	subplot	plotid	plant	year	water	snow	plot_x	plot_y	subplot_x	subplot_y	water4
1C66	V | V |DNF	0,,	,||,died and nf?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	4	36	10	20	5	40	12	21	5	NA	NA	NA	NA	NA	NA	1	C	1C	66	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C67	V | V |DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	67	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C68	V |DNF|DNF	0,,	,|dead|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	68	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C69	V | V | V	1,14,21	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	28	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	69	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C70	V | V | V	1,12,22	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	21	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	70	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C71	V | V | V	1,17,42	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	53	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	71	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C72	V | F |DNF	0,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	72	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C73	V | V |TNF	,,	,|ts|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	37	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	73	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C74	V |DNF|DNF	0,,	,|dead|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	74	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C75	V | V |DNF	0,,	,||,died and nf?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	75	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C76	V | V | V	1,21,54	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	76	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C77	V | V |DNF	0,,	,|ts|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	77	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C78	V |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	78	2021	Control	Normal	0	0	-1	-1	Mock rainout
1C79	V |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	C	1C	79	2021	Control	Normal	0	0	-1	-1	Mock rainout
1D1	V |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	1	2021	Reduction	Normal	0	0	1	-1	Reduction
1D10	V |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	10	2021	Reduction	Normal	0	0	1	-1	Reduction
1D11	V | V | V	0,,	,|below tag by 1 inch|,died and nf?	JP	JP	DH	2021-06-16T00:00:00Z	below tag	4	flowering	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	11	2021	Reduction	Normal	0	0	1	-1	Reduction
1D12	V | V | F	1,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	1 dead stalk	7	flowering	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	12	2021	Reduction	Normal	0	0	1	-1	Reduction
1D13	V |DNF|DNF	,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	13	2021	Reduction	Normal	0	0	1	-1	Reduction
1D13_20	V |DNF|DNF	1,18,45	,||,refound?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	13_20	2021	Reduction	Normal	0	0	1	-1	Reduction
1D14	V | V | F	,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	14	2021	Reduction	Normal	0	0	1	-1	Reduction
1D15	V | V |DNF	0,,	,|chewed, ts|,chew death	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	15	2021	Reduction	Normal	0	0	1	-1	Reduction
1D16	V | V | V	4,4,43	,||,flower or veg?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	35	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	16	2021	Reduction	Normal	0	0	1	-1	Reduction
1D17	V | V | F	,,	,|nf|,refound?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	17	2021	Reduction	Normal	0	0	1	-1	Reduction
1D18	V | V |DNF	0,,	,|chewed|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	18	2021	Reduction	Normal	0	0	1	-1	Reduction
1D19	V | F |DNF	0,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	19	2021	Reduction	Normal	0	0	1	-1	Reduction
1D2	V |DNF|DNF	,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	2	2021	Reduction	Normal	0	0	1	-1	Reduction
1D2_20	V |DNF|DNF	1,37,31	,||,refound?	JP	JP	DH	2021-06-16T00:00:00Z	flowering nearby	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	2_20	2021	Reduction	Normal	0	0	1	-1	Reduction
1D20	V | V | F	1,,	,|chewed|,regrew?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	20	2021	Reduction	Normal	0	0	1	-1	Reduction
1D21	V | V | V	0,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	2	41	20	32	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	21	2021	Reduction	Normal	0	0	1	-1	Reduction
1D22	V |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	22	2021	Reduction	Normal	0	0	1	-1	Reduction
1D23	V |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	23	2021	Reduction	Normal	0	0	1	-1	Reduction
1D24	V | V | F	1,,	,|chewed, ts, down left of tag|,regrew?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	24	2021	Reduction	Normal	0	0	1	-1	Reduction
1D25	V | V |DNF	0,,	,||,died and nf?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	25	2021	Reduction	Normal	0	0	1	-1	Reduction
1D26	V | V |DNF	0,,	,|ts, above plant by 1 inch|,died and nf?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	26	2021	Reduction	Normal	0	0	1	-1	Reduction
1D27	V |DNF|DNF	0,,	,|dead|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	27	2021	Reduction	Normal	0	0	1	-1	Reduction
1D28	V | V |DNF	0,,	,||,died and nf?	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	28	2021	Reduction	Normal	0	0	1	-1	Reduction
1D29	F |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	29	2021	Reduction	Normal	0	0	1	-1	Reduction
1D3	V |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	3	2021	Reduction	Normal	0	0	1	-1	Reduction
1D30	V |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	30	2021	Reduction	Normal	0	0	1	-1	Reduction
1D31	V |DNF|DNF	,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	31	2021	Reduction	Normal	0	0	1	-1	Reduction
1D32	V |DNF|DNF	,,	,second rosette is closer to 31 tag|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	32	2021	Reduction	Normal	0	0	1	-1	Reduction
1D33	V | V | F	,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	33	2021	Reduction	Normal	0	0	1	-1	Reduction
1D34	V | F |DNF	0,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	34	2021	Reduction	Normal	0	0	1	-1	Reduction
1D35	V | V |TNF	,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	35	2021	Reduction	Normal	0	0	1	-1	Reduction
1D36	V | V |TNF	,,	,|chewed,ts|,	JP	JP	DH	2021-06-16T00:00:00Z	tag below plot	2	flowering	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	36	2021	Reduction	Normal	0	0	1	-1	Reduction
1D37	V | V | F	,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	37	2021	Reduction	Normal	0	0	1	-1	Reduction
1D38	V |DNF|DNF	0,,	,|tag out, nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	38	2021	Reduction	Normal	0	0	1	-1	Reduction
1D39	V |DNF|DNF	,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	nothing near tag, but vegetative plant farther right (1D39_20)	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	39	2021	Reduction	Normal	0	0	1	-1	Reduction
1D39_20	V |DNF|DNF	1,26,32	,||,refound?	JP	JP	DH	2021-06-16T00:00:00Z	right of tag	NA	vegetative	1	60	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	39_20	2021	Reduction	Normal	0	0	1	-1	Reduction
1D4	V | V | V	0,,	?,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	44	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	4	2021	Reduction	Normal	0	0	1	-1	Reduction
1D40	V | V | V	2,15,29	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	2	50	25	10	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	40	2021	Reduction	Normal	0	0	1	-1	Reduction
1D41	V | V | V	2,12,40	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	45	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	41	2021	Reduction	Normal	0	0	1	-1	Reduction
1D5	V | F |DNF	,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	duplicate oval tag, 1 dead stalk	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	5	2021	Reduction	Normal	0	0	1	-1	Reduction
1D5_20	V | F |DNF	,,	,||duplicate tag,flowered twice?	JP	JP	DH	2021-06-16T00:00:00Z	duplicate can tag	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	5_20	2021	Reduction	Normal	0	0	1	-1	Reduction
1D6	V | V | F	,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	60	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	6	2021	Reduction	Normal	0	0	1	-1	Reduction
1D7	V | V |TNF	,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	7	2021	Reduction	Normal	0	0	1	-1	Reduction
1D8	V |DNF|DNF	0,,	,|nf|,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	8	2021	Reduction	Normal	0	0	1	-1	Reduction
1D9	V | V | F	1,,	,||,	JP	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	D	1D	9	2021	Reduction	Normal	0	0	1	-1	Reduction
2A158	NA | F |DNF	0,,	,|out side plot|,look outside plot?	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	158	2021	Control	Early	1	0	-1	1	Control
2A159	NA |DNF|DNF	0,,	,|nf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	159	2021	Control	Early	1	0	-1	1	Control
2A160	NA | V |DNF	0,,	,|L of tag|,died and nf?	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	160	2021	Control	Early	1	0	-1	1	Control
2A161	NA |DNF|DNF	0,,	,|nf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	161	2021	Control	Early	1	0	-1	1	Control
2A162	NA | V |DNF	0,,	,totally dead|2 ts|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	162	2021	Control	Early	1	0	-1	1	Control
2A163	V | V |DNF	0,,	,|ts|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	163	2021	Control	Early	1	0	-1	1	Control
2A164	NA | V |DNF	0,,	,|ts|,died and nf?	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	164	2021	Control	Early	1	0	-1	1	Control
2A165	NA | V |DNF	0,,	could be 5-7 rosettes,|1 ts|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	vegetative	1	12	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	165	2021	Control	Early	1	0	-1	1	Control
2A166	NA | V |DNF	0,,	,||,died and nf?	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	166	2021	Control	Early	1	0	-1	1	Control
2A167	NA | V |DNF	0,,	,||,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	167	2021	Control	Early	1	0	-1	1	Control
2A168	F |DNF|DNF	,,	,|nf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	168	2021	Control	Early	1	0	-1	1	Control
2A169	V |TNF|TNF	,,	,|tagnf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	169	2021	Control	Early	1	0	-1	1	Control
2A170	NA |DNF|TNF	,,	,|dead|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	170	2021	Control	Early	1	0	-1	1	Control
2A171	NA |DNF|TNF	,,	,|nf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	171	2021	Control	Early	1	0	-1	1	Control
2A172	NA |DNF|DNF	0,,	,|dead|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	172	2021	Control	Early	1	0	-1	1	Control
2A173	NA |DNF|DNF	0,,	,|nf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	173	2021	Control	Early	1	0	-1	1	Control
2A174	NA | V |DNF	0,,	,|above tag, ts|,died and nf?	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	174	2021	Control	Early	1	0	-1	1	Control
2A175	NA |DNF|DNF	0,,	,|dead|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	175	2021	Control	Early	1	0	-1	1	Control
2A176	V | V | V	1,27,43	,|nf|,refound?	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	vegetative	5	43	15	26	9	23	7	15	6	25	8	NA	NA	NA	NA	2	A	2A	176	2021	Control	Early	1	0	-1	1	Control
2A177	NA |TNF|TNF	,,	no plant?,|tagnf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	177	2021	Control	Early	1	0	-1	1	Control
2A178	NA |TNF|TNF	,,	no plant?,|tagnf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	178	2021	Control	Early	1	0	-1	1	Control
2A189	NA |DNF|DNF	0,,	,|nf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	189	2021	Control	Early	1	0	-1	1	Control
2A589	V | V | F	1,,	,||tagged in 2020,	RT	RT	XL	2021-06-16T00:00:00Z	written at bottom of page	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	589	2021	Control	Early	1	0	-1	1	Control
2A676	NA | V |DNF	0,,	could have 6-7 roseettes,|1 ts|,died and nf?	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	676	2021	Control	Early	1	0	-1	1	Control
2A679	NA | F |DNF	0,,	,||,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	679	2021	Control	Early	1	0	-1	1	Control
2A680	NA |DNF|DNF	0,,	,|dead|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	680	2021	Control	Early	1	0	-1	1	Control
2A682	NA | V |DNF	0,,	,||,died and nf?	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	682	2021	Control	Early	1	0	-1	1	Control
2A683	V |TNF|DNF	0,,	crumbly,||,no data last year	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	683	2021	Control	Early	1	0	-1	1	Control
2A684	V | V | F	1,,	,||tagged in 2020,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	684	2021	Control	Early	1	0	-1	1	Control
2A685	NA | V | F	,,	,||,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	685	2021	Control	Early	1	0	-1	1	Control
2A686	V | F |DNF	0,,	,||,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	vegetative	1	17	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	686	2021	Control	Early	1	0	-1	1	Control
2A689_20	NA |NA |DNF	0,,	,||,check tag #	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	689_20	2021	Control	Early	1	0	-1	1	Control
2A92	NA |DNF|DNF	0,,	,|nf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	92	2021	Control	Early	1	0	-1	1	Control
2A93	NA | V |TNF	,,	,do not see a plant||,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	93	2021	Control	Early	1	0	-1	1	Control
2A94	NA | V | F	,,	,||,	RT	RT	XL	2021-06-16T00:00:00Z	possibly the same as 2A694 (digit)	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	94	2021	Control	Early	1	0	-1	1	Control
2A95	NA | V | V	1,16,21	,||,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	vegetative	1	29	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	95	2021	Control	Early	1	0	-1	1	Control
2A96	NA |DNF|DNF	0,,	,|nf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	96	2021	Control	Early	1	0	-1	1	Control
2A97	NA | V |TNF	,,	,|ts|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	97	2021	Control	Early	1	0	-1	1	Control
2A98	NA |DNF|DNF	0,,	,do not see a plant|nf|,	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	98	2021	Control	Early	1	0	-1	1	Control
2A99	V | V | V	1,15,30	,||,check tag #	RT	RT	XL	2021-06-16T00:00:00Z	NA	NA	vegetative	1	38	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	2A	99	2021	Control	Early	1	0	-1	1	Control
